"No","Ch1","Ch2","Ch3","Ch4"
23035,0.35,0.17,0.104,0.376
23036,0.114,0.434,0.114,0.338
23037,0.492,0.11,0.156,0.242
23038,0.276,0.498,0.108,0.118
23039,0.502,0.142,0.1,0.256
23040,0.128,0.106,0.17,0.596
23041,0.228,0.186,0.356,0.23
23042,0.326,0.12,0.106,0.448
23043,0.14,0.166,0.246,0.448
23044,0.218,0.202,0.344,0.236
23045,0.358,0.122,0.138,0.382
23046,0.518,0.134,0.126,0.222
23047,0.14,0.144,0.554,0.162
23048,0.734,0.058,0.108,0.1
23049,0.238,0.24,0.07,0.452
23050,0.13,0.57,0.188,0.112
23051,0.372,0.114,0.414,0.1
23052,0.124,0.68,0.116,0.08
23053,0.578,0.14,0.134,0.148
23054,0.188,0.066,0.64,0.106
23055,0.696,0.122,0.09,0.092
23056,0.156,0.058,0.204,0.582
23057,0.298,0.374,0.108,0.22
23058,0.064,0.57,0.28,0.086
23059,0.454,0.15,0.164,0.232
23060,0.562,0.106,0.066,0.266
23061,0.514,0.236,0.176,0.074
23062,0.072,0.186,0.09,0.652
23063,0.202,0.07,0.622,0.106
23064,0.092,0.296,0.454,0.158
23065,0.096,0.194,0.55,0.16
23066,0.126,0.524,0.126,0.224
23067,0.29,0.09,0.3,0.32
23068,0.692,0.174,0.052,0.082
23069,0.07,0.622,0.076,0.232
23070,0.136,0.632,0.064,0.168
23071,0.06,0.524,0.278,0.138
23072,0.086,0.048,0.704,0.162
23073,0.116,0.056,0.574,0.254
23074,0.474,0.128,0.094,0.304
23075,0.412,0.31,0.062,0.216
23076,0.558,0.136,0.054,0.252
23077,0.67,0.074,0.156,0.1
23078,0.078,0.212,0.584,0.126
23079,0.474,0.178,0.236,0.112
23080,0.41,0.214,0.082,0.294
23081,0.072,0.082,0.696,0.15
23082,0.18,0.688,0.056,0.076
23083,0.176,0.462,0.224,0.138
23084,0.082,0.108,0.698,0.112
23085,0.176,0.076,0.122,0.626
23086,0.256,0.338,0.216,0.19
23087,0.09,0.252,0.244,0.414
23088,0.156,0.19,0.252,0.402
23089,0.304,0.196,0.132,0.368
23090,0.206,0.266,0.218,0.31
23091,0.226,0.2,0.126,0.448
23092,0.204,0.158,0.222,0.416
23093,0.198,0.166,0.176,0.46
23094,0.228,0.212,0.11,0.45
23095,0.13,0.226,0.146,0.498
23096,0.19,0.172,0.186,0.452
23097,0.278,0.154,0.158,0.41
23098,0.16,0.196,0.202,0.442
23099,0.338,0.19,0.124,0.348
23100,0.096,0.136,0.354,0.414
23101,0.102,0.28,0.142,0.476
23102,0.256,0.196,0.132,0.416
23103,0.196,0.22,0.208,0.376
23104,0.132,0.174,0.202,0.492
23105,0.068,0.598,0.124,0.21
23106,0.222,0.29,0.226,0.262
23107,0.352,0.262,0.272,0.114
23108,0.28,0.248,0.148,0.324
23109,0.184,0.316,0.356,0.144
23110,0.33,0.134,0.192,0.344
23111,0.06,0.594,0.224,0.122
23112,0.24,0.128,0.518,0.114
23113,0.17,0.416,0.202,0.212
23114,0.074,0.33,0.406,0.19
23115,0.14,0.244,0.406,0.21
23116,0.104,0.566,0.084,0.246
23117,0.196,0.102,0.46,0.242
23118,0.122,0.122,0.38,0.376
23119,0.092,0.2,0.214,0.494
23120,0.526,0.182,0.112,0.18
23121,0.31,0.304,0.122,0.264
23122,0.264,0.222,0.204,0.31
23123,0.13,0.368,0.25,0.252
23124,0.122,0.346,0.074,0.458
23125,0.138,0.486,0.094,0.282
23126,0.146,0.236,0.134,0.484
23127,0.332,0.088,0.268,0.312
23128,0.532,0.11,0.11,0.248
23129,0.268,0.202,0.162,0.368
23130,0.13,0.414,0.056,0.4
23131,0.136,0.122,0.516,0.226
23132,0.394,0.166,0.126,0.314
23133,0.104,0.158,0.648,0.09
23134,0.066,0.184,0.248,0.502
23135,0.116,0.33,0.16,0.394
23136,0.318,0.138,0.308,0.236
23137,0.174,0.2,0.128,0.498
23138,0.122,0.144,0.43,0.304
23139,0.31,0.222,0.116,0.352
23140,0.112,0.458,0.102,0.328
23141,0.14,0.39,0.094,0.376
23142,0.466,0.1,0.328,0.106
23143,0.168,0.268,0.296,0.268
23144,0.076,0.226,0.448,0.25
23145,0.16,0.476,0.17,0.194
23146,0.072,0.618,0.228,0.082
23147,0.142,0.136,0.162,0.56
23148,0.134,0.632,0.09,0.144
23149,0.364,0.248,0.154,0.234
23150,0.116,0.39,0.126,0.368
23151,0.18,0.106,0.552,0.162
23152,0.098,0.118,0.414,0.37
23153,0.392,0.24,0.122,0.246
23154,0.078,0.138,0.148,0.636
23155,0.49,0.19,0.088,0.232
23156,0.412,0.15,0.15,0.288
23157,0.104,0.592,0.094,0.21
23158,0.524,0.168,0.126,0.182
23159,0.38,0.31,0.1,0.21
23160,0.088,0.156,0.14,0.616
23161,0.382,0.312,0.086,0.22
23162,0.19,0.264,0.134,0.412
23163,0.142,0.636,0.088,0.134
23164,0.162,0.55,0.13,0.158
23165,0.068,0.206,0.356,0.37
23166,0.512,0.148,0.074,0.266
23167,0.228,0.102,0.2,0.47
23168,0.164,0.126,0.246,0.464
23169,0.24,0.164,0.494,0.102
23170,0.112,0.084,0.176,0.628
23171,0.142,0.102,0.284,0.472
23172,0.176,0.628,0.08,0.116
23173,0.092,0.106,0.182,0.62
23174,0.632,0.142,0.088,0.138
23175,0.442,0.148,0.136,0.274
23176,0.076,0.594,0.116,0.214
23177,0.548,0.122,0.24,0.09
23178,0.184,0.344,0.222,0.25
23179,0.124,0.564,0.092,0.22
23180,0.06,0.242,0.498,0.2
23181,0.108,0.518,0.112,0.262
23182,0.48,0.154,0.178,0.188
23183,0.192,0.22,0.186,0.402
23184,0.2,0.206,0.28,0.314
23185,0.206,0.192,0.17,0.432
23186,0.218,0.188,0.146,0.448
23187,0.09,0.256,0.524,0.13
23188,0.242,0.45,0.176,0.132
23189,0.196,0.162,0.16,0.482
23190,0.128,0.166,0.234,0.472
23191,0.248,0.438,0.172,0.142
23192,0.24,0.21,0.18,0.37
23193,0.152,0.19,0.234,0.424
23194,0.4,0.202,0.17,0.228
23195,0.334,0.218,0.122,0.326
23196,0.148,0.32,0.222,0.31
23197,0.188,0.212,0.166,0.434
23198,0.166,0.104,0.232,0.498
23199,0.398,0.236,0.096,0.27
23200,0.154,0.138,0.544,0.164
23201,0.288,0.146,0.372,0.194
23202,0.13,0.344,0.41,0.116
23203,0.108,0.564,0.158,0.17
23204,0.162,0.322,0.194,0.322
23205,0.148,0.17,0.47,0.212
23206,0.32,0.238,0.134,0.308
23207,0.286,0.238,0.304,0.172
23208,0.24,0.178,0.218,0.364
23209,0.21,0.36,0.124,0.306
23210,0.386,0.242,0.124,0.248
23211,0.304,0.306,0.2,0.19
23212,0.128,0.324,0.224,0.324
23213,0.114,0.104,0.54,0.242
23214,0.354,0.16,0.27,0.216
23215,0.302,0.186,0.13,0.382
23216,0.176,0.154,0.282,0.388
23217,0.128,0.34,0.154,0.378
23218,0.122,0.174,0.252,0.452
23219,0.232,0.136,0.142,0.49
23220,0.43,0.148,0.098,0.324
23221,0.436,0.12,0.142,0.302
23222,0.184,0.148,0.314,0.354
23223,0.216,0.284,0.184,0.316
23224,0.164,0.198,0.21,0.428
23225,0.354,0.304,0.11,0.232
23226,0.134,0.202,0.302,0.362
23227,0.44,0.226,0.126,0.208
23228,0.182,0.136,0.158,0.524
23229,0.248,0.138,0.232,0.382
23230,0.142,0.322,0.15,0.386
23231,0.14,0.25,0.17,0.44
23232,0.28,0.2,0.168,0.352
23233,0.208,0.2,0.27,0.322
23234,0.244,0.166,0.132,0.458
23235,0.134,0.088,0.312,0.466
23236,0.466,0.068,0.172,0.294
23237,0.12,0.194,0.334,0.352
23238,0.134,0.182,0.236,0.448
23239,0.216,0.302,0.082,0.4
23240,0.182,0.388,0.106,0.324
23241,0.282,0.172,0.244,0.302
23242,0.444,0.158,0.246,0.152
23243,0.192,0.096,0.274,0.438
23244,0.198,0.494,0.106,0.202
23245,0.352,0.224,0.148,0.276
23246,0.296,0.176,0.196,0.332
23247,0.188,0.094,0.302,0.416
23248,0.28,0.262,0.226,0.232
23249,0.232,0.18,0.252,0.336
23250,0.178,0.3,0.366,0.156
23251,0.092,0.558,0.208,0.142
23252,0.13,0.292,0.368,0.21
23253,0.278,0.216,0.36,0.146
23254,0.488,0.132,0.19,0.19
23255,0.244,0.236,0.19,0.33
23256,0.498,0.122,0.174,0.206
23257,0.216,0.532,0.07,0.182
23258,0.504,0.116,0.204,0.176
23259,0.214,0.114,0.304,0.368
23260,0.106,0.112,0.476,0.306
23261,0.106,0.368,0.242,0.284
23262,0.454,0.22,0.114,0.212
23263,0.402,0.102,0.322,0.174
23264,0.122,0.368,0.262,0.248
23265,0.506,0.146,0.104,0.244
23266,0.196,0.218,0.1,0.486
23267,0.152,0.266,0.312,0.27
23268,0.266,0.142,0.102,0.49
23269,0.242,0.294,0.086,0.378
23270,0.1,0.33,0.432,0.138
23271,0.298,0.106,0.134,0.462
23272,0.098,0.168,0.572,0.162
23273,0.102,0.318,0.194,0.386
23274,0.388,0.166,0.124,0.322
23275,0.164,0.144,0.258,0.434
23276,0.188,0.358,0.212,0.242
23277,0.652,0.166,0.048,0.134
23278,0.264,0.112,0.228,0.396
23279,0.214,0.37,0.12,0.296
23280,0.322,0.232,0.262,0.184
23281,0.224,0.404,0.144,0.228
23282,0.198,0.27,0.394,0.138
23283,0.08,0.238,0.52,0.162
23284,0.16,0.206,0.274,0.36
23285,0.28,0.332,0.062,0.326
23286,0.258,0.08,0.488,0.174
23287,0.162,0.144,0.384,0.31
23288,0.646,0.088,0.08,0.186
23289,0.086,0.622,0.182,0.11
23290,0.136,0.316,0.14,0.408
23291,0.35,0.282,0.134,0.234
23292,0.134,0.254,0.35,0.262
23293,0.642,0.136,0.088,0.134
23294,0.334,0.166,0.158,0.342
23295,0.274,0.108,0.456,0.162
23296,0.114,0.298,0.376,0.212
23297,0.136,0.114,0.514,0.236
23298,0.262,0.09,0.368,0.28
23299,0.278,0.18,0.124,0.418
23300,0.348,0.302,0.198,0.152
23301,0.332,0.126,0.158,0.384
23302,0.12,0.194,0.534,0.152
23303,0.134,0.164,0.386,0.316
23304,0.102,0.348,0.142,0.408
23305,0.288,0.138,0.168,0.406
23306,0.12,0.514,0.214,0.152
23307,0.164,0.25,0.184,0.402
23308,0.146,0.228,0.516,0.11
23309,0.198,0.172,0.13,0.5
23310,0.114,0.176,0.476,0.234
23311,0.166,0.146,0.192,0.496
23312,0.28,0.14,0.432,0.148
23313,0.244,0.162,0.208,0.386
23314,0.336,0.118,0.274,0.272
23315,0.316,0.3,0.232,0.152
23316,0.182,0.216,0.352,0.25
23317,0.222,0.242,0.218,0.318
23318,0.258,0.13,0.354,0.258
23319,0.278,0.282,0.124,0.316
23320,0.172,0.106,0.254,0.468
23321,0.348,0.098,0.4,0.154
23322,0.13,0.098,0.502,0.27
23323,0.33,0.244,0.188,0.238
23324,0.38,0.24,0.186,0.194
23325,0.2,0.258,0.31,0.232
23326,0.16,0.278,0.174,0.388
23327,0.144,0.208,0.466,0.182
23328,0.126,0.448,0.11,0.316
23329,0.25,0.2,0.182,0.368
23330,0.208,0.292,0.326,0.174
23331,0.144,0.476,0.198,0.182
23332,0.158,0.388,0.302,0.152
23333,0.48,0.066,0.102,0.352
23334,0.228,0.12,0.186,0.466
23335,0.304,0.134,0.118,0.444
23336,0.086,0.13,0.418,0.366
23337,0.446,0.098,0.15,0.306
23338,0.214,0.082,0.518,0.186
23339,0.088,0.098,0.304,0.51
23340,0.094,0.086,0.294,0.526
23341,0.128,0.07,0.456,0.346
23342,0.368,0.12,0.138,0.374
23343,0.136,0.212,0.084,0.568
23344,0.118,0.188,0.108,0.586
23345,0.132,0.154,0.186,0.528
23346,0.122,0.312,0.086,0.48
23347,0.158,0.148,0.118,0.576
23348,0.178,0.208,0.334,0.28
23349,0.098,0.16,0.414,0.328
23350,0.144,0.3,0.104,0.452
23351,0.146,0.2,0.218,0.436
23352,0.126,0.204,0.384,0.286
23353,0.158,0.302,0.216,0.324
23354,0.174,0.44,0.166,0.22
23355,0.182,0.332,0.212,0.274
23356,0.254,0.19,0.362,0.194
23357,0.162,0.314,0.21,0.314
23358,0.25,0.18,0.304,0.266
23359,0.368,0.23,0.18,0.222
23360,0.362,0.324,0.124,0.19
23361,0.186,0.226,0.348,0.24
23362,0.252,0.234,0.234,0.28
23363,0.142,0.36,0.288,0.21
23364,0.182,0.268,0.306,0.244
23365,0.334,0.26,0.2,0.206
23366,0.164,0.17,0.432,0.234
23367,0.256,0.252,0.354,0.138
23368,0.166,0.234,0.416,0.184
23369,0.36,0.232,0.194,0.214
23370,0.198,0.222,0.414,0.166
23371,0.41,0.18,0.158,0.252
23372,0.326,0.122,0.124,0.428
23373,0.15,0.316,0.324,0.21
23374,0.118,0.27,0.44,0.172
23375,0.212,0.374,0.248,0.166
23376,0.234,0.192,0.362,0.212
23377,0.242,0.184,0.38,0.194
23378,0.396,0.12,0.224,0.26
23379,0.136,0.114,0.39,0.36
23380,0.182,0.488,0.128,0.202
23381,0.178,0.31,0.194,0.318
23382,0.122,0.078,0.504,0.296
23383,0.218,0.438,0.146,0.198
23384,0.468,0.156,0.166,0.21
23385,0.24,0.388,0.236,0.136
23386,0.186,0.442,0.132,0.24
23387,0.292,0.21,0.124,0.374
23388,0.126,0.222,0.316,0.336
23389,0.108,0.146,0.34,0.406
23390,0.15,0.414,0.2,0.236
23391,0.182,0.204,0.454,0.16
23392,0.104,0.264,0.506,0.126
23393,0.116,0.574,0.19,0.12
23394,0.28,0.352,0.244,0.124
23395,0.178,0.208,0.38,0.234
23396,0.46,0.176,0.17,0.194
23397,0.412,0.256,0.144,0.188
23398,0.214,0.55,0.11,0.126
23399,0.152,0.526,0.146,0.176
23400,0.482,0.118,0.16,0.24
23401,0.354,0.218,0.18,0.248
23402,0.092,0.622,0.184,0.102
23403,0.152,0.144,0.518,0.186
23404,0.13,0.568,0.214,0.088
23405,0.134,0.48,0.196,0.19
23406,0.552,0.16,0.162,0.126
23407,0.236,0.15,0.172,0.442
23408,0.406,0.212,0.14,0.242
23409,0.24,0.32,0.208,0.232
23410,0.144,0.244,0.384,0.228
23411,0.166,0.266,0.234,0.334
23412,0.092,0.396,0.354,0.158
23413,0.158,0.264,0.162,0.416
23414,0.21,0.326,0.1,0.364
23415,0.412,0.22,0.092,0.276
23416,0.114,0.584,0.142,0.16
23417,0.284,0.092,0.35,0.274
23418,0.146,0.226,0.19,0.438
23419,0.186,0.348,0.18,0.286
23420,0.14,0.078,0.41,0.372
23421,0.346,0.168,0.114,0.372
23422,0.14,0.11,0.256,0.494
23423,0.378,0.058,0.22,0.344
23424,0.264,0.134,0.216,0.386
23425,0.198,0.232,0.112,0.458
23426,0.172,0.298,0.164,0.366
23427,0.358,0.108,0.248,0.286
23428,0.266,0.166,0.3,0.268
23429,0.174,0.554,0.108,0.164
23430,0.44,0.17,0.274,0.116
23431,0.262,0.302,0.348,0.088
23432,0.216,0.226,0.25,0.308
23433,0.578,0.216,0.122,0.084
23434,0.14,0.218,0.438,0.204
23435,0.282,0.192,0.186,0.34
23436,0.48,0.14,0.19,0.19
23437,0.18,0.344,0.24,0.236
23438,0.24,0.11,0.494,0.156
23439,0.186,0.348,0.204,0.262
23440,0.29,0.39,0.124,0.196
23441,0.156,0.126,0.306,0.412
23442,0.484,0.248,0.122,0.146
23443,0.326,0.108,0.368,0.198
23444,0.158,0.212,0.536,0.094
23445,0.078,0.138,0.634,0.15
23446,0.608,0.104,0.102,0.186
23447,0.404,0.138,0.238,0.22
23448,0.194,0.154,0.108,0.544
23449,0.418,0.1,0.224,0.258
23450,0.104,0.122,0.322,0.452
23451,0.146,0.372,0.216,0.266
23452,0.132,0.45,0.116,0.302
23453,0.42,0.164,0.172,0.244
23454,0.25,0.144,0.178,0.428
23455,0.212,0.118,0.168,0.502
23456,0.162,0.532,0.124,0.182
23457,0.142,0.12,0.274,0.464
23458,0.114,0.35,0.218,0.318
23459,0.208,0.484,0.094,0.214
23460,0.292,0.5,0.074,0.134
23461,0.106,0.38,0.29,0.224
23462,0.482,0.16,0.104,0.254
23463,0.098,0.234,0.35,0.318
23464,0.116,0.15,0.3,0.434
23465,0.384,0.196,0.108,0.312
23466,0.324,0.072,0.092,0.512
23467,0.062,0.44,0.19,0.308
23468,0.308,0.142,0.108,0.442
23469,0.108,0.078,0.572,0.242
23470,0.416,0.296,0.086,0.202
23471,0.1,0.218,0.594,0.088
23472,0.138,0.252,0.214,0.396
23473,0.176,0.122,0.188,0.514
23474,0.34,0.104,0.24,0.316
23475,0.128,0.5,0.12,0.252
23476,0.102,0.456,0.094,0.348
23477,0.216,0.068,0.192,0.524
23478,0.108,0.48,0.114,0.298
23479,0.12,0.114,0.168,0.598
23480,0.078,0.422,0.374,0.126
23481,0.186,0.66,0.076,0.078
23482,0.478,0.162,0.214,0.146
23483,0.194,0.118,0.176,0.512
23484,0.074,0.176,0.642,0.108
23485,0.188,0.504,0.074,0.234
23486,0.046,0.448,0.112,0.394
23487,0.194,0.462,0.058,0.286
23488,0.224,0.418,0.154,0.204
23489,0.322,0.108,0.146,0.424
23490,0.068,0.072,0.454,0.406
23491,0.058,0.234,0.172,0.536
23492,0.074,0.616,0.166,0.144
23493,0.18,0.082,0.076,0.662
23494,0.382,0.336,0.072,0.21
23495,0.092,0.678,0.078,0.152
23496,0.114,0.466,0.07,0.35
23497,0.31,0.436,0.064,0.19
23498,0.234,0.07,0.25,0.446
23499,0.092,0.164,0.216,0.528
23500,0.196,0.102,0.442,0.26
23501,0.268,0.204,0.354,0.174
23502,0.26,0.09,0.34,0.31
23503,0.496,0.086,0.072,0.346
23504,0.31,0.272,0.204,0.214
23505,0.146,0.22,0.408,0.226
23506,0.25,0.176,0.372,0.202
23507,0.43,0.202,0.124,0.244
23508,0.15,0.178,0.264,0.408
23509,0.228,0.216,0.104,0.452
23510,0.242,0.116,0.272,0.37
23511,0.31,0.118,0.16,0.412
23512,0.354,0.246,0.092,0.308
23513,0.144,0.222,0.138,0.496
23514,0.344,0.122,0.158,0.376
23515,0.482,0.096,0.188,0.234
23516,0.294,0.176,0.262,0.268
23517,0.498,0.118,0.106,0.278
23518,0.112,0.092,0.59,0.206
23519,0.124,0.29,0.134,0.452
23520,0.384,0.122,0.14,0.354
23521,0.154,0.308,0.334,0.204
23522,0.238,0.176,0.148,0.438
23523,0.09,0.432,0.096,0.382
23524,0.222,0.39,0.076,0.312
23525,0.142,0.228,0.074,0.556
23526,0.13,0.178,0.548,0.144
23527,0.184,0.278,0.22,0.318
23528,0.036,0.582,0.138,0.244
23529,0.142,0.234,0.144,0.48
23530,0.138,0.108,0.578,0.176
23531,0.222,0.08,0.13,0.568
23532,0.154,0.14,0.092,0.614
23533,0.19,0.116,0.126,0.568
23534,0.256,0.066,0.19,0.488
23535,0.088,0.114,0.186,0.612
23536,0.172,0.134,0.186,0.508
23537,0.162,0.126,0.07,0.642
23538,0.468,0.208,0.054,0.27
23539,0.092,0.132,0.166,0.61
23540,0.09,0.124,0.4,0.386
23541,0.074,0.248,0.082,0.596
23542,0.098,0.14,0.442,0.32
23543,0.332,0.246,0.11,0.312
23544,0.108,0.16,0.528,0.204
23545,0.17,0.146,0.152,0.532
23546,0.08,0.106,0.604,0.21
23547,0.24,0.412,0.082,0.266
23548,0.302,0.126,0.142,0.43
23549,0.238,0.128,0.238,0.396
23550,0.144,0.192,0.258,0.406
23551,0.276,0.272,0.262,0.19
23552,0.122,0.426,0.36,0.092
23553,0.076,0.666,0.086,0.172
23554,0.4,0.196,0.18,0.224
23555,0.098,0.224,0.466,0.212
23556,0.404,0.156,0.13,0.31
23557,0.088,0.084,0.586,0.242
23558,0.164,0.142,0.52,0.174
23559,0.256,0.112,0.272,0.36
23560,0.152,0.104,0.342,0.402
23561,0.386,0.25,0.316,0.048
23562,0.422,0.164,0.052,0.362
23563,0.28,0.42,0.156,0.144
23564,0.074,0.394,0.334,0.198
23565,0.074,0.082,0.514,0.33
23566,0.614,0.09,0.08,0.216
23567,0.142,0.506,0.144,0.208
23568,0.198,0.628,0.064,0.11
23569,0.602,0.106,0.156,0.136
23570,0.13,0.652,0.126,0.092
23571,0.096,0.054,0.15,0.7
23572,0.088,0.658,0.046,0.208
23573,0.106,0.066,0.076,0.752
23574,0.17,0.422,0.168,0.24
23575,0.072,0.15,0.168,0.61
23576,0.17,0.136,0.164,0.53
23577,0.698,0.106,0.084,0.112
23578,0.156,0.12,0.062,0.662
23579,0.074,0.36,0.096,0.47
23580,0.164,0.428,0.108,0.3
23581,0.186,0.124,0.38,0.31
23582,0.09,0.248,0.434,0.228
23583,0.522,0.114,0.124,0.24
23584,0.528,0.134,0.104,0.234
23585,0.472,0.156,0.112,0.26
23586,0.226,0.368,0.16,0.246
23587,0.146,0.158,0.354,0.342
23588,0.114,0.14,0.346,0.4
23589,0.552,0.114,0.09,0.244
23590,0.278,0.168,0.154,0.4
23591,0.498,0.112,0.102,0.288
23592,0.41,0.1,0.096,0.394
23593,0.114,0.502,0.138,0.246
23594,0.372,0.132,0.262,0.234
23595,0.224,0.172,0.388,0.216
23596,0.176,0.254,0.156,0.414
23597,0.238,0.124,0.174,0.464
23598,0.43,0.112,0.098,0.36
23599,0.138,0.388,0.246,0.228
23600,0.226,0.404,0.176,0.194
23601,0.26,0.32,0.256,0.164
23602,0.258,0.418,0.214,0.11
23603,0.158,0.28,0.354,0.208
23604,0.396,0.332,0.118,0.154
23605,0.296,0.202,0.15,0.352
23606,0.19,0.366,0.134,0.31
23607,0.188,0.366,0.15,0.296
23608,0.306,0.22,0.262,0.212
23609,0.28,0.242,0.33,0.148
23610,0.224,0.474,0.146,0.156
23611,0.17,0.136,0.506,0.188
23612,0.244,0.178,0.262,0.316
23613,0.268,0.366,0.214,0.152
23614,0.32,0.414,0.148,0.118
23615,0.224,0.268,0.14,0.368
23616,0.316,0.18,0.266,0.238
23617,0.184,0.538,0.126,0.152
23618,0.34,0.09,0.2,0.37
23619,0.21,0.232,0.236,0.322
23620,0.224,0.214,0.098,0.464
23621,0.192,0.246,0.098,0.464
23622,0.148,0.294,0.084,0.474
23623,0.09,0.096,0.112,0.702
23624,0.096,0.688,0.076,0.14
23625,0.096,0.2,0.168,0.536
23626,0.228,0.366,0.096,0.31
23627,0.142,0.106,0.408,0.344
23628,0.342,0.13,0.082,0.446
23629,0.23,0.152,0.146,0.472
23630,0.272,0.312,0.066,0.35
23631,0.066,0.252,0.408,0.274
23632,0.09,0.058,0.296,0.556
23633,0.082,0.446,0.244,0.228
23634,0.642,0.094,0.064,0.2
23635,0.1,0.23,0.112,0.558
23636,0.084,0.356,0.298,0.262
23637,0.198,0.43,0.108,0.264
23638,0.614,0.128,0.134,0.124
23639,0.3,0.144,0.404,0.152
23640,0.192,0.088,0.4,0.32
23641,0.14,0.238,0.192,0.43
23642,0.128,0.106,0.358,0.408
23643,0.296,0.526,0.078,0.1
23644,0.184,0.36,0.14,0.316
23645,0.136,0.27,0.096,0.498
23646,0.12,0.296,0.17,0.414
23647,0.158,0.54,0.12,0.182
23648,0.246,0.408,0.088,0.258
23649,0.274,0.242,0.142,0.342
23650,0.138,0.242,0.106,0.514
23651,0.088,0.596,0.104,0.212
23652,0.076,0.11,0.682,0.132
23653,0.088,0.076,0.548,0.288
23654,0.106,0.148,0.514,0.232
23655,0.164,0.454,0.126,0.256
23656,0.244,0.164,0.184,0.408
23657,0.422,0.226,0.106,0.246
23658,0.252,0.112,0.29,0.346
23659,0.5,0.216,0.096,0.188
23660,0.19,0.194,0.192,0.424
23661,0.176,0.128,0.164,0.532
23662,0.18,0.282,0.126,0.412
23663,0.234,0.188,0.208,0.37
23664,0.17,0.304,0.208,0.318
23665,0.234,0.212,0.14,0.414
23666,0.362,0.112,0.204,0.322
23667,0.252,0.126,0.318,0.304
23668,0.434,0.126,0.184,0.256
23669,0.188,0.404,0.112,0.296
23670,0.134,0.12,0.54,0.206
23671,0.128,0.368,0.23,0.274
23672,0.268,0.156,0.24,0.336
23673,0.226,0.4,0.124,0.25
23674,0.102,0.202,0.414,0.282
23675,0.09,0.636,0.084,0.19
23676,0.322,0.154,0.118,0.406
23677,0.162,0.454,0.192,0.192
23678,0.54,0.146,0.076,0.238
23679,0.514,0.132,0.26,0.094
23680,0.104,0.114,0.504,0.278
23681,0.13,0.294,0.438,0.138
23682,0.34,0.208,0.314,0.138
23683,0.262,0.098,0.418,0.222
23684,0.37,0.412,0.082,0.136
23685,0.222,0.54,0.174,0.064
23686,0.126,0.322,0.262,0.29
23687,0.354,0.116,0.206,0.324
23688,0.208,0.106,0.24,0.446
23689,0.138,0.416,0.334,0.112
23690,0.236,0.372,0.118,0.274
23691,0.118,0.144,0.496,0.242
23692,0.056,0.618,0.08,0.246
23693,0.134,0.258,0.482,0.126
23694,0.1,0.432,0.184,0.284
23695,0.088,0.32,0.176,0.416
23696,0.768,0.146,0.016,0.07
23697,0.436,0.068,0.18,0.316
23698,0.382,0.246,0.062,0.31
23699,0.096,0.624,0.05,0.23
23700,0.478,0.106,0.216,0.2
23701,0.132,0.482,0.256,0.13
23702,0.122,0.378,0.386,0.114
23703,0.258,0.396,0.168,0.178
23704,0.122,0.096,0.506,0.276
23705,0.164,0.386,0.276,0.174
23706,0.638,0.076,0.11,0.176
23707,0.264,0.498,0.084,0.154
23708,0.348,0.492,0.066,0.094
23709,0.116,0.366,0.092,0.426
23710,0.616,0.094,0.072,0.218
23711,0.078,0.498,0.288,0.136
23712,0.308,0.064,0.398,0.23
23713,0.152,0.14,0.45,0.258
23714,0.146,0.104,0.678,0.072
23715,0.216,0.1,0.526,0.158
23716,0.55,0.184,0.1,0.166
23717,0.182,0.414,0.1,0.304
23718,0.094,0.132,0.596,0.178
23719,0.348,0.322,0.092,0.238
23720,0.152,0.204,0.492,0.152
23721,0.656,0.128,0.168,0.048
23722,0.114,0.26,0.292,0.334
23723,0.098,0.472,0.182,0.248
23724,0.262,0.246,0.108,0.384
23725,0.132,0.102,0.692,0.074
23726,0.234,0.252,0.244,0.27
23727,0.314,0.152,0.282,0.252
23728,0.296,0.182,0.144,0.378
23729,0.078,0.528,0.116,0.278
23730,0.14,0.444,0.142,0.274
23731,0.204,0.236,0.13,0.43
23732,0.342,0.238,0.1,0.32
23733,0.33,0.288,0.138,0.244
23734,0.1,0.108,0.292,0.5
23735,0.362,0.116,0.14,0.382
23736,0.136,0.178,0.298,0.388
23737,0.178,0.588,0.1,0.134
23738,0.316,0.11,0.118,0.456
23739,0.128,0.142,0.116,0.614
23740,0.152,0.048,0.572,0.228
23741,0.108,0.188,0.366,0.338
23742,0.112,0.24,0.156,0.492
23743,0.144,0.63,0.102,0.124
23744,0.094,0.656,0.1,0.15
23745,0.54,0.124,0.12,0.216
23746,0.466,0.24,0.104,0.19
23747,0.19,0.186,0.466,0.158
23748,0.222,0.362,0.162,0.254
23749,0.4,0.242,0.142,0.216
23750,0.19,0.262,0.394,0.154
23751,0.144,0.198,0.394,0.264
23752,0.198,0.364,0.098,0.34
23753,0.272,0.174,0.116,0.438
23754,0.21,0.224,0.222,0.344
23755,0.464,0.202,0.126,0.208
23756,0.18,0.306,0.122,0.392
23757,0.178,0.536,0.104,0.182
23758,0.3,0.164,0.134,0.402
23759,0.142,0.188,0.376,0.294
23760,0.218,0.144,0.496,0.142
23761,0.222,0.134,0.37,0.274
23762,0.352,0.152,0.176,0.32
23763,0.458,0.178,0.128,0.236
23764,0.36,0.138,0.176,0.326
23765,0.152,0.092,0.33,0.426
23766,0.184,0.106,0.532,0.178
23767,0.302,0.33,0.122,0.246
23768,0.19,0.126,0.214,0.47
23769,0.138,0.14,0.294,0.428
