"","Ch1","Ch2","Ch3","Ch4"
"10721",0,0,0,1
"10722",0,1,0,0
"10723",0,0,0,1
"10724",1,0,0,0
"10725",1,0,0,0
"10726",0,0,0,1
"10727",0,1,0,0
"10728",0,1,0,0
"10736",0,0,0,1
"10737",1,0,0,0
"10738",0,0,1,0
"10739",1,0,0,0
"10740",1,0,0,0
"10741",0,0,0,1
"10742",0,0,0,1
"10743",0,1,0,0
"10744",0,0,1,0
"10745",0,0,0,1
"10746",1,0,0,0
"10747",0,0,0,1
"10755",1,0,0,0
"10756",1,0,0,0
"10757",1,0,0,0
"10758",0,0,1,0
"10759",1,0,0,0
"10760",0,1,0,0
"10761",0,0,0,1
"10762",0,0,1,0
"10763",0,1,0,0
"10764",0,1,0,0
"10765",0,1,0,0
"10766",0,0,1,0
"10774",1,0,0,0
"10775",1,0,0,0
"10776",1,0,0,0
"10777",0,1,0,0
"10778",0,0,0,1
"10779",1,0,0,0
"10780",0,0,1,0
"10781",0,0,0,1
"10782",1,0,0,0
"10783",0,0,0,1
"10784",0,1,0,0
"10785",0,0,0,1
"10793",0,1,0,0
"10794",0,1,0,0
"10795",0,0,1,0
"10796",0,0,1,0
"10797",1,0,0,0
"10798",0,0,1,0
"10799",0,1,0,0
"10800",0,0,1,0
"10801",0,1,0,0
"10802",0,0,1,0
"10803",0,0,1,0
"10804",0,0,1,0
"10812",0,0,1,0
"10813",1,0,0,0
"10814",0,1,0,0
"10815",0,0,0,1
"10816",0,1,0,0
"10817",0,1,0,0
"10818",0,1,0,0
"10819",1,0,0,0
"10820",0,0,1,0
"10821",0,1,0,0
"10822",0,1,0,0
"10823",1,0,0,0
"10831",0,1,0,0
"10832",0,1,0,0
"10833",1,0,0,0
"10834",0,0,1,0
"10835",0,1,0,0
"10836",0,0,1,0
"10837",1,0,0,0
"10838",0,1,0,0
"10839",0,1,0,0
"10840",0,1,0,0
"10841",0,1,0,0
"10842",0,1,0,0
"10850",0,1,0,0
"10851",0,1,0,0
"10852",0,1,0,0
"10853",0,0,1,0
"10854",0,0,1,0
"10855",0,0,1,0
"10856",0,0,1,0
"10857",1,0,0,0
"10858",1,0,0,0
"10859",1,0,0,0
"10860",0,1,0,0
"10861",0,1,0,0
"10869",0,0,0,1
"10870",0,0,0,1
"10871",0,0,0,1
"10872",0,0,0,1
"10873",0,0,0,1
"10874",0,1,0,0
"10875",0,0,0,1
"10876",0,0,0,1
"10877",0,0,0,1
"10878",0,0,0,1
"10879",0,0,0,1
"10880",0,0,0,1
"10888",0,0,1,0
"10889",0,1,0,0
"10890",0,1,0,0
"10891",0,1,0,0
"10892",0,1,0,0
"10893",0,1,0,0
"10894",0,0,0,1
"10895",0,0,1,0
"10896",0,0,1,0
"10897",0,0,1,0
"10898",0,1,0,0
"10899",1,0,0,0
"10907",1,0,0,0
"10908",0,0,1,0
"10909",1,0,0,0
"10910",1,0,0,0
"10911",0,0,1,0
"10912",0,1,0,0
"10913",1,0,0,0
"10914",1,0,0,0
"10915",1,0,0,0
"10916",0,0,1,0
"10917",0,0,0,1
"10918",0,0,0,1
"10926",1,0,0,0
"10927",0,0,1,0
"10928",0,0,0,1
"10929",0,0,0,1
"10930",0,0,0,1
"10931",0,0,0,1
"10932",0,1,0,0
"10933",0,0,0,1
"10934",0,0,0,1
"10935",0,0,0,1
"10936",0,0,0,1
"10937",0,1,0,0
"10945",0,0,0,1
"10946",0,0,0,1
"10947",0,1,0,0
"10948",0,0,1,0
"10949",0,0,0,1
"10950",0,1,0,0
"10951",0,1,0,0
"10952",1,0,0,0
"10953",0,0,0,1
"10954",0,0,0,1
"10955",0,0,0,1
"10956",0,0,0,1
"10964",0,0,0,1
"10965",0,0,0,1
"10966",0,1,0,0
"10967",1,0,0,0
"10968",0,0,0,1
"10969",1,0,0,0
"10970",1,0,0,0
"10971",0,1,0,0
"10972",0,0,0,1
"10973",0,0,0,1
"10974",1,0,0,0
"10975",1,0,0,0
"10983",0,0,0,1
"10984",0,1,0,0
"10985",0,0,1,0
"10986",0,1,0,0
"10987",0,0,0,1
"10988",0,1,0,0
"10989",1,0,0,0
"10990",0,1,0,0
"10991",0,0,1,0
"10992",0,0,0,1
"10993",0,0,0,1
"10994",0,0,1,0
"11002",1,0,0,0
"11003",1,0,0,0
"11004",0,0,1,0
"11005",0,0,1,0
"11006",0,1,0,0
"11007",0,1,0,0
"11008",0,0,1,0
"11009",0,1,0,0
"11010",0,1,0,0
"11011",0,0,1,0
"11012",0,1,0,0
"11013",0,0,1,0
"11021",1,0,0,0
"11022",0,0,1,0
"11023",0,0,1,0
"11024",0,0,0,1
"11025",0,0,0,1
"11026",0,0,0,1
"11027",0,0,0,1
"11028",0,0,0,1
"11029",0,0,1,0
"11030",0,0,0,1
"11031",1,0,0,0
"11032",0,0,1,0
"11040",1,0,0,0
"11041",0,0,0,1
"11042",0,0,1,0
"11043",0,0,0,1
"11044",0,0,0,1
"11045",0,0,1,0
"11046",0,0,0,1
"11047",0,0,1,0
"11048",0,1,0,0
"11049",1,0,0,0
"11050",0,1,0,0
"11051",0,1,0,0
"11059",0,0,1,0
"11060",1,0,0,0
"11061",0,1,0,0
"11062",0,0,1,0
"11063",0,0,1,0
"11064",0,1,0,0
"11065",0,1,0,0
"11066",0,0,0,1
"11067",0,0,0,1
"11068",0,1,0,0
"11069",1,0,0,0
"11070",0,0,0,1
"11078",0,0,1,0
"11079",1,0,0,0
"11080",0,1,0,0
"11081",1,0,0,0
"11082",0,1,0,0
"11083",0,0,1,0
"11084",0,0,1,0
"11085",1,0,0,0
"11086",0,1,0,0
"11087",1,0,0,0
"11088",0,0,1,0
"11089",1,0,0,0
"11097",0,1,0,0
"11098",0,0,1,0
"11099",1,0,0,0
"11100",0,0,1,0
"11101",1,0,0,0
"11102",0,1,0,0
"11103",1,0,0,0
"11104",1,0,0,0
"11105",1,0,0,0
"11106",0,0,1,0
"11107",0,0,0,1
"11108",0,0,1,0
"11116",0,0,0,1
"11117",1,0,0,0
"11118",0,0,1,0
"11119",0,1,0,0
"11120",1,0,0,0
"11121",0,1,0,0
"11122",0,0,1,0
"11123",0,1,0,0
"11124",0,1,0,0
"11125",0,1,0,0
"11126",0,0,0,1
"11127",0,1,0,0
"11135",0,0,0,1
"11136",0,0,0,1
"11137",0,0,0,1
"11138",0,1,0,0
"11139",1,0,0,0
"11140",0,1,0,0
"11141",0,1,0,0
"11142",0,0,0,1
"11143",0,0,0,1
"11144",0,0,0,1
"11145",0,0,0,1
"11146",0,1,0,0
"11154",1,0,0,0
"11155",1,0,0,0
"11156",0,1,0,0
"11157",0,1,0,0
"11158",0,0,0,1
"11159",0,1,0,0
"11160",0,0,0,1
"11161",0,0,0,1
"11162",0,0,1,0
"11163",0,0,0,1
"11164",0,0,1,0
"11165",1,0,0,0
"11173",0,0,0,1
"11174",0,0,0,1
"11175",0,0,0,1
"11176",0,0,0,1
"11177",0,1,0,0
"11178",0,0,1,0
"11179",0,0,0,1
"11180",0,0,1,0
"11181",1,0,0,0
"11182",0,1,0,0
"11183",0,1,0,0
"11184",1,0,0,0
"11192",0,1,0,0
"11193",0,1,0,0
"11194",0,1,0,0
"11195",0,0,1,0
"11196",0,0,1,0
"11197",0,0,1,0
"11198",1,0,0,0
"11199",0,0,1,0
"11200",1,0,0,0
"11201",1,0,0,0
"11202",1,0,0,0
"11203",0,0,1,0
"11211",0,1,0,0
"11212",0,0,1,0
"11213",0,0,0,1
"11214",1,0,0,0
"11215",0,1,0,0
"11216",0,1,0,0
"11217",0,1,0,0
"11218",0,1,0,0
"11219",0,0,1,0
"11220",0,0,1,0
"11221",0,1,0,0
"11222",0,0,1,0
"11230",0,0,1,0
"11231",0,0,1,0
"11232",0,1,0,0
"11233",0,1,0,0
"11234",0,1,0,0
"11235",0,0,1,0
"11236",0,0,1,0
"11237",0,1,0,0
"11238",0,1,0,0
"11239",0,0,0,1
"11240",1,0,0,0
"11241",0,0,1,0
"11249",0,0,1,0
"11250",0,0,0,1
"11251",0,1,0,0
"11252",0,1,0,0
"11253",0,0,1,0
"11254",1,0,0,0
"11255",0,1,0,0
"11256",0,1,0,0
"11257",1,0,0,0
"11258",0,1,0,0
"11259",0,0,0,1
"11260",0,1,0,0
"11268",0,0,1,0
"11269",0,1,0,0
"11270",0,0,1,0
"11271",0,0,0,1
"11272",0,0,1,0
"11273",0,0,0,1
"11274",0,1,0,0
"11275",0,0,1,0
"11276",1,0,0,0
"11277",0,0,0,1
"11278",0,0,1,0
"11279",1,0,0,0
"11287",0,0,0,1
"11288",0,0,1,0
"11289",0,1,0,0
"11290",0,1,0,0
"11291",0,0,0,1
"11292",0,0,1,0
"11293",0,0,1,0
"11294",0,0,0,1
"11295",0,0,0,1
"11296",0,0,0,1
"11297",0,0,0,1
"11298",0,0,0,1
"11306",1,0,0,0
"11307",0,0,1,0
"11308",0,0,1,0
"11309",1,0,0,0
"11310",0,1,0,0
"11311",0,0,1,0
"11312",1,0,0,0
"11313",0,1,0,0
"11314",0,0,1,0
"11315",1,0,0,0
"11316",0,0,1,0
"11317",0,1,0,0
"11325",0,0,1,0
"11326",1,0,0,0
"11327",0,1,0,0
"11328",0,0,1,0
"11329",0,0,0,1
"11330",0,0,0,1
"11331",0,0,0,1
"11332",1,0,0,0
"11333",0,0,1,0
"11334",0,0,0,1
"11335",0,0,0,1
"11336",0,0,0,1
"11344",1,0,0,0
"11345",0,1,0,0
"11346",0,1,0,0
"11347",0,1,0,0
"11348",0,1,0,0
"11349",1,0,0,0
"11350",0,1,0,0
"11351",1,0,0,0
"11352",0,1,0,0
"11353",0,0,0,1
"11354",0,0,1,0
"11355",1,0,0,0
"11363",0,0,1,0
"11364",0,0,0,1
"11365",0,0,1,0
"11366",0,0,0,1
"11367",0,0,1,0
"11368",0,0,0,1
"11369",0,0,0,1
"11370",0,0,0,1
"11371",0,1,0,0
"11372",0,0,0,1
"11373",0,0,1,0
"11374",0,0,0,1
"11382",0,0,1,0
"11383",0,0,1,0
"11384",0,0,0,1
"11385",0,0,0,1
"11386",0,0,1,0
"11387",0,0,0,1
"11388",1,0,0,0
"11389",0,1,0,0
"11390",0,0,0,1
"11391",0,0,0,1
"11392",0,0,0,1
"11393",0,0,0,1
"11401",0,0,1,0
"11402",0,1,0,0
"11403",0,0,0,1
"11404",0,1,0,0
"11405",0,0,0,1
"11406",0,0,1,0
"11407",0,1,0,0
"11408",0,1,0,0
"11409",0,0,0,1
"11410",0,0,0,1
"11411",0,0,1,0
"11412",0,1,0,0
"11420",0,1,0,0
"11421",0,1,0,0
"11422",0,1,0,0
"11423",1,0,0,0
"11424",0,0,1,0
"11425",1,0,0,0
"11426",1,0,0,0
"11427",1,0,0,0
"11428",1,0,0,0
"11429",1,0,0,0
"11430",1,0,0,0
"11431",0,1,0,0
"11439",0,0,0,1
"11440",0,1,0,0
"11441",0,0,0,1
"11442",0,1,0,0
"11443",0,0,0,1
"11444",0,1,0,0
"11445",1,0,0,0
"11446",0,1,0,0
"11447",0,0,1,0
"11448",0,0,0,1
"11449",0,0,0,1
"11450",0,0,0,1
"11458",1,0,0,0
"11459",0,0,0,1
"11460",1,0,0,0
"11461",0,1,0,0
"11462",0,0,1,0
"11463",0,0,0,1
"11464",0,0,1,0
"11465",0,0,0,1
"11466",0,0,1,0
"11467",0,0,0,1
"11468",0,0,0,1
"11469",1,0,0,0
"11477",1,0,0,0
"11478",0,0,0,1
"11479",0,1,0,0
"11480",1,0,0,0
"11481",0,0,0,1
"11482",0,0,0,1
"11483",1,0,0,0
"11484",0,0,0,1
"11485",0,0,1,0
"11486",0,0,0,1
"11487",1,0,0,0
"11488",0,0,0,1
"11496",0,0,1,0
"11497",1,0,0,0
"11498",1,0,0,0
"11499",0,0,1,0
"11500",1,0,0,0
"11501",0,0,0,1
"11502",0,0,1,0
"11503",0,0,0,1
"11504",0,0,1,0
"11505",1,0,0,0
"11506",0,0,1,0
"11507",0,0,0,1
"11515",0,1,0,0
"11516",0,0,0,1
"11517",0,0,0,1
"11518",0,1,0,0
"11519",0,0,0,1
"11520",0,0,1,0
"11521",0,1,0,0
"11522",0,0,0,1
"11523",0,0,1,0
"11524",0,0,0,1
"11525",0,1,0,0
"11526",0,0,1,0
"11534",0,0,0,1
"11535",0,0,0,1
"11536",1,0,0,0
"11537",0,0,0,1
"11538",0,0,0,1
"11539",0,0,0,1
"11540",0,0,1,0
"11541",0,0,0,1
"11542",0,0,1,0
"11543",0,1,0,0
"11544",0,0,0,1
"11545",0,0,0,1
"11553",1,0,0,0
"11554",0,0,1,0
"11555",0,1,0,0
"11556",1,0,0,0
"11557",0,0,1,0
"11558",0,1,0,0
"11559",0,0,1,0
"11560",0,0,1,0
"11561",0,1,0,0
"11562",0,1,0,0
"11563",0,1,0,0
"11564",0,0,1,0
"11572",1,0,0,0
"11573",0,0,1,0
"11574",0,0,0,1
"11575",0,0,0,1
"11576",0,0,1,0
"11577",0,1,0,0
"11578",0,0,1,0
"11579",0,0,0,1
"11580",0,0,1,0
"11581",0,0,1,0
"11582",0,0,1,0
"11583",0,0,1,0
"11591",0,0,0,1
"11592",0,0,0,1
"11593",0,0,1,0
"11594",1,0,0,0
"11595",0,1,0,0
"11596",0,0,0,1
"11597",0,0,0,1
"11598",0,1,0,0
"11599",1,0,0,0
"11600",0,0,1,0
"11601",0,0,0,1
"11602",0,1,0,0
"11610",0,1,0,0
"11611",0,0,0,1
"11612",1,0,0,0
"11613",0,0,0,1
"11614",0,0,0,1
"11615",0,0,1,0
"11616",0,0,1,0
"11617",1,0,0,0
"11618",0,0,1,0
"11619",0,0,0,1
"11620",0,0,0,1
"11621",0,0,1,0
"11629",0,1,0,0
"11630",0,1,0,0
"11631",0,0,1,0
"11632",1,0,0,0
"11633",0,0,1,0
"11634",0,1,0,0
"11635",1,0,0,0
"11636",0,0,0,1
"11637",0,0,1,0
"11638",0,0,1,0
"11639",0,0,0,1
"11640",0,1,0,0
"11648",0,0,1,0
"11649",0,1,0,0
"11650",1,0,0,0
"11651",0,1,0,0
"11652",1,0,0,0
"11653",0,1,0,0
"11654",0,1,0,0
"11655",1,0,0,0
"11656",0,0,1,0
"11657",0,0,1,0
"11658",0,0,1,0
"11659",1,0,0,0
"11667",0,0,0,1
"11668",0,0,0,1
"11669",0,0,0,1
"11670",0,1,0,0
"11671",0,0,0,1
"11672",0,0,0,1
"11673",0,0,0,1
"11674",0,0,0,1
"11675",0,0,0,1
"11676",0,0,0,1
"11677",0,0,0,1
"11678",0,0,1,0
"11686",0,0,1,0
"11687",0,1,0,0
"11688",0,1,0,0
"11689",0,0,1,0
"11690",0,0,0,1
"11691",0,0,0,1
"11692",1,0,0,0
"11693",1,0,0,0
"11694",0,1,0,0
"11695",1,0,0,0
"11696",1,0,0,0
"11697",0,0,0,1
"11705",1,0,0,0
"11706",0,1,0,0
"11707",0,0,1,0
"11708",0,1,0,0
"11709",0,1,0,0
"11710",0,0,0,1
"11711",0,1,0,0
"11712",0,0,1,0
"11713",0,0,1,0
"11714",1,0,0,0
"11715",0,0,1,0
"11716",0,0,1,0
"11724",0,0,1,0
"11725",1,0,0,0
"11726",0,0,1,0
"11727",1,0,0,0
"11728",1,0,0,0
"11729",1,0,0,0
"11730",0,0,0,1
"11731",0,1,0,0
"11732",0,1,0,0
"11733",0,0,1,0
"11734",0,1,0,0
"11735",0,0,1,0
"11743",0,0,1,0
"11744",0,1,0,0
"11745",1,0,0,0
"11746",0,0,1,0
"11747",0,1,0,0
"11748",0,1,0,0
"11749",1,0,0,0
"11750",0,0,1,0
"11751",0,1,0,0
"11752",0,1,0,0
"11753",0,0,1,0
"11754",0,0,1,0
"11762",0,1,0,0
"11763",0,1,0,0
"11764",0,0,1,0
"11765",0,0,1,0
"11766",0,1,0,0
"11767",0,0,1,0
"11768",0,0,1,0
"11769",1,0,0,0
"11770",1,0,0,0
"11771",0,1,0,0
"11772",1,0,0,0
"11773",0,1,0,0
"11781",0,0,0,1
"11782",0,0,0,1
"11783",0,0,0,1
"11784",0,0,0,1
"11785",0,0,0,1
"11786",0,0,0,1
"11787",0,0,0,1
"11788",0,0,0,1
"11789",0,0,0,1
"11790",0,0,0,1
"11791",0,0,0,1
"11792",0,0,0,1
"11800",0,1,0,0
"11801",0,1,0,0
"11802",0,0,1,0
"11803",0,1,0,0
"11804",0,1,0,0
"11805",0,0,1,0
"11806",0,1,0,0
"11807",0,1,0,0
"11808",0,0,0,1
"11809",0,0,0,1
"11810",0,1,0,0
"11811",0,1,0,0
"11819",0,1,0,0
"11820",0,1,0,0
"11821",0,1,0,0
"11822",0,0,0,1
"11823",0,0,0,1
"11824",0,1,0,0
"11825",0,0,0,1
"11826",0,0,0,1
"11827",0,0,0,1
"11828",0,0,1,0
"11829",1,0,0,0
"11830",0,0,1,0
"11838",0,0,1,0
"11839",0,1,0,0
"11840",1,0,0,0
"11841",0,0,1,0
"11842",0,1,0,0
"11843",0,1,0,0
"11844",0,0,1,0
"11845",1,0,0,0
"11846",1,0,0,0
"11847",0,0,1,0
"11848",1,0,0,0
"11849",1,0,0,0
"11857",0,1,0,0
"11858",0,0,1,0
"11859",0,0,1,0
"11860",0,0,1,0
"11861",1,0,0,0
"11862",0,0,1,0
"11863",0,0,0,1
"11864",1,0,0,0
"11865",0,0,1,0
"11866",0,0,1,0
"11867",0,0,0,1
"11868",0,0,0,1
"11876",1,0,0,0
"11877",0,0,0,1
"11878",0,0,0,1
"11879",0,0,0,1
"11880",0,0,0,1
"11881",1,0,0,0
"11882",0,0,0,1
"11883",0,0,0,1
"11884",0,0,0,1
"11885",0,0,0,1
"11886",0,0,0,1
"11887",0,0,0,1
"11895",0,0,1,0
"11896",1,0,0,0
"11897",0,1,0,0
"11898",0,1,0,0
"11899",0,1,0,0
"11900",0,0,1,0
"11901",0,0,1,0
"11902",0,0,0,1
"11903",0,0,0,1
"11904",0,0,0,1
"11905",0,0,1,0
"11906",0,0,0,1
"11914",0,0,0,1
"11915",0,0,0,1
"11916",0,0,0,1
"11917",0,0,0,1
"11918",0,0,0,1
"11919",0,0,0,1
"11920",0,1,0,0
"11921",0,1,0,0
"11922",1,0,0,0
"11923",1,0,0,0
"11924",0,0,0,1
"11925",0,0,0,1
"11933",0,1,0,0
"11934",1,0,0,0
"11935",0,0,0,1
"11936",0,1,0,0
"11937",0,1,0,0
"11938",0,1,0,0
"11939",0,1,0,0
"11940",0,0,1,0
"11941",0,0,0,1
"11942",1,0,0,0
"11943",0,0,1,0
"11944",0,0,0,1
"11952",0,0,0,1
"11953",0,0,0,1
"11954",0,0,1,0
"11955",0,0,0,1
"11956",0,0,0,1
"11957",0,0,0,1
"11958",0,0,0,1
"11959",1,0,0,0
"11960",0,0,0,1
"11961",1,0,0,0
"11962",0,1,0,0
"11963",0,0,0,1
"11971",1,0,0,0
"11972",0,0,0,1
"11973",0,0,0,1
"11974",0,1,0,0
"11975",0,0,0,1
"11976",1,0,0,0
"11977",0,0,0,1
"11978",0,0,1,0
"11979",0,1,0,0
"11980",0,0,0,1
"11981",0,0,0,1
"11982",0,0,0,1
"11990",0,1,0,0
"11991",1,0,0,0
"11992",0,0,0,1
"11993",0,0,1,0
"11994",1,0,0,0
"11995",0,0,0,1
"11996",0,0,1,0
"11997",0,1,0,0
"11998",0,0,1,0
"11999",0,0,1,0
"12000",0,0,0,1
"12001",0,0,0,1
"12009",1,0,0,0
"12010",0,1,0,0
"12011",1,0,0,0
"12012",1,0,0,0
"12013",0,1,0,0
"12014",0,0,0,1
"12015",0,1,0,0
"12016",0,0,0,1
"12017",1,0,0,0
"12018",0,0,1,0
"12019",0,1,0,0
"12020",0,0,0,1
"12028",0,0,1,0
"12029",0,1,0,0
"12030",0,0,1,0
"12031",0,0,1,0
"12032",1,0,0,0
"12033",1,0,0,0
"12034",1,0,0,0
"12035",0,0,1,0
"12036",0,1,0,0
"12037",0,0,1,0
"12038",0,1,0,0
"12039",1,0,0,0
"12047",0,0,0,1
"12048",0,0,0,1
"12049",1,0,0,0
"12050",0,0,1,0
"12051",0,0,0,1
"12052",0,0,0,1
"12053",1,0,0,0
"12054",0,0,0,1
"12055",0,0,0,1
"12056",1,0,0,0
"12057",0,1,0,0
"12058",0,0,0,1
"12066",0,1,0,0
"12067",0,0,1,0
"12068",1,0,0,0
"12069",0,0,1,0
"12070",0,0,1,0
"12071",0,1,0,0
"12072",0,0,0,1
"12073",0,0,0,1
"12074",0,0,0,1
"12075",0,0,0,1
"12076",0,1,0,0
"12077",0,0,1,0
"12085",0,1,0,0
"12086",0,1,0,0
"12087",1,0,0,0
"12088",0,0,1,0
"12089",1,0,0,0
"12090",1,0,0,0
"12091",0,0,1,0
"12092",1,0,0,0
"12093",1,0,0,0
"12094",0,0,1,0
"12095",0,1,0,0
"12096",0,1,0,0
"12104",0,0,0,1
"12105",0,0,0,1
"12106",1,0,0,0
"12107",0,0,1,0
"12108",0,0,0,1
"12109",0,0,0,1
"12110",0,0,0,1
"12111",0,0,0,1
"12112",1,0,0,0
"12113",0,1,0,0
"12114",1,0,0,0
"12115",0,0,0,1
"12123",0,0,0,1
"12124",0,1,0,0
"12125",1,0,0,0
"12126",1,0,0,0
"12127",1,0,0,0
"12128",1,0,0,0
"12129",1,0,0,0
"12130",1,0,0,0
"12131",0,0,1,0
"12132",1,0,0,0
"12133",1,0,0,0
"12134",1,0,0,0
"12142",1,0,0,0
"12143",0,1,0,0
"12144",0,1,0,0
"12145",0,1,0,0
"12146",0,0,1,0
"12147",0,1,0,0
"12148",0,0,1,0
"12149",1,0,0,0
"12150",1,0,0,0
"12151",0,0,1,0
"12152",0,1,0,0
"12153",0,0,1,0
"12161",0,0,0,1
"12162",0,0,0,1
"12163",0,0,0,1
"12164",0,0,0,1
"12165",0,0,0,1
"12166",0,0,0,1
"12167",0,0,0,1
"12168",0,0,0,1
"12169",0,0,0,1
"12170",0,0,0,1
"12171",0,0,0,1
"12172",0,0,0,1
"12180",0,0,0,1
"12181",0,0,1,0
"12182",1,0,0,0
"12183",0,0,0,1
"12184",0,0,0,1
"12185",0,0,1,0
"12186",0,0,1,0
"12187",0,0,1,0
"12188",0,0,0,1
"12189",0,0,0,1
"12190",0,1,0,0
"12191",0,1,0,0
"12199",0,1,0,0
"12200",0,0,0,1
"12201",0,0,1,0
"12202",0,1,0,0
"12203",0,0,1,0
"12204",0,0,0,1
"12205",0,0,1,0
"12206",0,0,1,0
"12207",1,0,0,0
"12208",0,0,0,1
"12209",0,1,0,0
"12210",0,0,0,1
"12218",0,0,1,0
"12219",0,0,1,0
"12220",0,1,0,0
"12221",0,1,0,0
"12222",0,0,1,0
"12223",0,0,1,0
"12224",1,0,0,0
"12225",1,0,0,0
"12226",1,0,0,0
"12227",0,0,1,0
"12228",0,1,0,0
"12229",0,0,1,0
"12237",0,0,1,0
"12238",0,1,0,0
"12239",0,1,0,0
"12240",0,0,0,1
"12241",0,1,0,0
"12242",0,0,0,1
"12243",0,0,1,0
"12244",0,0,0,1
"12245",0,0,0,1
"12246",0,1,0,0
"12247",0,0,0,1
"12248",0,1,0,0
"12256",0,1,0,0
"12257",0,1,0,0
"12258",0,1,0,0
"12259",1,0,0,0
"12260",0,0,1,0
"12261",0,0,0,1
"12262",0,1,0,0
"12263",0,0,1,0
"12264",0,0,0,1
"12265",0,1,0,0
"12266",0,0,0,1
"12267",1,0,0,0
"12275",0,0,0,1
"12276",0,0,0,1
"12277",0,1,0,0
"12278",0,0,1,0
"12279",1,0,0,0
"12280",1,0,0,0
"12281",0,0,1,0
"12282",0,0,0,1
"12283",0,0,0,1
"12284",0,0,0,1
"12285",0,0,0,1
"12286",0,0,0,1
"12294",1,0,0,0
"12295",0,0,0,1
"12296",0,0,0,1
"12297",0,0,1,0
"12298",0,0,1,0
"12299",0,1,0,0
"12300",0,0,0,1
"12301",0,1,0,0
"12302",1,0,0,0
"12303",0,0,1,0
"12304",1,0,0,0
"12305",1,0,0,0
"12313",0,1,0,0
"12314",0,0,1,0
"12315",1,0,0,0
"12316",1,0,0,0
"12317",0,0,1,0
"12318",0,0,1,0
"12319",1,0,0,0
"12320",1,0,0,0
"12321",0,1,0,0
"12322",0,1,0,0
"12323",0,1,0,0
"12324",0,0,0,1
"12332",0,1,0,0
"12333",1,0,0,0
"12334",1,0,0,0
"12335",0,1,0,0
"12336",1,0,0,0
"12337",1,0,0,0
"12338",0,0,1,0
"12339",0,0,1,0
"12340",0,0,1,0
"12341",1,0,0,0
"12342",0,0,0,1
"12343",0,1,0,0
"12351",0,0,1,0
"12352",0,0,0,1
"12353",0,0,0,1
"12354",0,0,1,0
"12355",0,1,0,0
"12356",1,0,0,0
"12357",0,0,0,1
"12358",1,0,0,0
"12359",0,0,1,0
"12360",0,0,1,0
"12361",0,1,0,0
"12362",1,0,0,0
"12370",0,0,0,1
"12371",0,0,1,0
"12372",0,0,0,1
"12373",0,0,1,0
"12374",0,0,1,0
"12375",0,1,0,0
"12376",0,1,0,0
"12377",0,1,0,0
"12378",0,0,1,0
"12379",0,0,0,1
"12380",0,1,0,0
"12381",0,0,1,0
"12389",0,1,0,0
"12390",0,0,1,0
"12391",0,0,1,0
"12392",1,0,0,0
"12393",0,0,0,1
"12394",0,0,1,0
"12395",0,1,0,0
"12396",0,0,1,0
"12397",1,0,0,0
"12398",1,0,0,0
"12399",0,1,0,0
"12400",1,0,0,0
"12408",1,0,0,0
"12409",1,0,0,0
"12410",0,0,0,1
"12411",0,0,0,1
"12412",0,0,1,0
"12413",0,0,0,1
"12414",0,0,0,1
"12415",1,0,0,0
"12416",1,0,0,0
"12417",0,0,0,1
"12418",0,1,0,0
"12419",0,0,0,1
"12427",0,0,0,1
"12428",0,0,0,1
"12429",1,0,0,0
"12430",0,1,0,0
"12431",0,0,1,0
"12432",0,1,0,0
"12433",0,1,0,0
"12434",1,0,0,0
"12435",0,0,1,0
"12436",1,0,0,0
"12437",0,1,0,0
"12438",0,0,1,0
"12446",0,0,0,1
"12447",0,1,0,0
"12448",0,0,0,1
"12449",0,0,1,0
"12450",1,0,0,0
"12451",0,1,0,0
"12452",0,0,0,1
"12453",0,0,0,1
"12454",0,0,0,1
"12455",0,0,0,1
"12456",0,0,0,1
"12457",0,0,0,1
"12465",1,0,0,0
"12466",1,0,0,0
"12467",0,1,0,0
"12468",1,0,0,0
"12469",0,1,0,0
"12470",1,0,0,0
"12471",0,0,1,0
"12472",1,0,0,0
"12473",1,0,0,0
"12474",1,0,0,0
"12475",1,0,0,0
"12476",0,0,1,0
"12484",0,0,0,1
"12485",0,0,0,1
"12486",0,0,0,1
"12487",0,0,0,1
"12488",0,0,0,1
"12489",0,0,0,1
"12490",0,0,0,1
"12491",0,0,0,1
"12492",0,0,1,0
"12493",0,0,0,1
"12494",0,0,0,1
"12495",0,0,0,1
"12503",0,1,0,0
"12504",0,1,0,0
"12505",0,1,0,0
"12506",1,0,0,0
"12507",1,0,0,0
"12508",0,0,1,0
"12509",0,0,0,1
"12510",0,1,0,0
"12511",0,0,0,1
"12512",1,0,0,0
"12513",0,1,0,0
"12514",0,1,0,0
"12522",0,0,1,0
"12523",1,0,0,0
"12524",0,1,0,0
"12525",0,1,0,0
"12526",0,1,0,0
"12527",0,0,0,1
"12528",0,0,1,0
"12529",0,0,1,0
"12530",0,0,0,1
"12531",1,0,0,0
"12532",0,0,0,1
"12533",0,0,1,0
"12541",0,1,0,0
"12542",0,0,1,0
"12543",1,0,0,0
"12544",1,0,0,0
"12545",1,0,0,0
"12546",1,0,0,0
"12547",1,0,0,0
"12548",0,1,0,0
"12549",1,0,0,0
"12550",1,0,0,0
"12551",0,1,0,0
"12552",0,1,0,0
"12560",0,0,0,1
"12561",0,1,0,0
"12562",0,1,0,0
"12563",0,0,1,0
