"No","Ch1","Ch2","Ch3","Ch4"
23035,0.324,0.172,0.114,0.39
23036,0.118,0.444,0.09,0.348
23037,0.52,0.138,0.136,0.206
23038,0.282,0.528,0.07,0.12
23039,0.524,0.134,0.112,0.23
23040,0.11,0.09,0.176,0.624
23041,0.248,0.158,0.376,0.218
23042,0.316,0.126,0.098,0.46
23043,0.102,0.182,0.218,0.498
23044,0.16,0.272,0.324,0.244
23045,0.362,0.104,0.196,0.338
23046,0.54,0.112,0.132,0.216
23047,0.11,0.16,0.562,0.168
23048,0.748,0.072,0.084,0.096
23049,0.228,0.266,0.086,0.42
23050,0.132,0.546,0.23,0.092
23051,0.336,0.102,0.442,0.12
23052,0.13,0.688,0.088,0.094
23053,0.584,0.13,0.122,0.164
23054,0.184,0.07,0.616,0.13
23055,0.744,0.098,0.054,0.104
23056,0.142,0.08,0.234,0.544
23057,0.338,0.348,0.096,0.218
23058,0.058,0.572,0.288,0.082
23059,0.498,0.14,0.156,0.206
23060,0.58,0.102,0.078,0.24
23061,0.5,0.248,0.17,0.082
23062,0.09,0.198,0.12,0.592
23063,0.192,0.066,0.642,0.1
23064,0.09,0.28,0.408,0.222
23065,0.084,0.182,0.578,0.156
23066,0.142,0.53,0.096,0.232
23067,0.278,0.082,0.322,0.318
23068,0.736,0.142,0.04,0.082
23069,0.072,0.63,0.09,0.208
23070,0.186,0.556,0.078,0.18
23071,0.056,0.554,0.272,0.118
23072,0.086,0.06,0.696,0.158
23073,0.094,0.068,0.606,0.232
23074,0.566,0.114,0.07,0.25
23075,0.398,0.326,0.07,0.206
23076,0.57,0.132,0.088,0.21
23077,0.65,0.074,0.142,0.134
23078,0.082,0.16,0.66,0.098
23079,0.454,0.174,0.252,0.12
23080,0.392,0.226,0.09,0.292
23081,0.064,0.076,0.706,0.154
23082,0.198,0.638,0.058,0.106
23083,0.182,0.402,0.252,0.164
23084,0.072,0.092,0.736,0.1
23085,0.17,0.098,0.142,0.59
23086,0.274,0.296,0.234,0.196
23087,0.102,0.228,0.238,0.432
23088,0.17,0.17,0.256,0.404
23089,0.334,0.164,0.114,0.388
23090,0.214,0.258,0.226,0.302
23091,0.192,0.228,0.128,0.452
23092,0.21,0.168,0.192,0.43
23093,0.194,0.156,0.174,0.476
23094,0.202,0.194,0.12,0.484
23095,0.094,0.262,0.176,0.468
23096,0.186,0.122,0.188,0.504
23097,0.284,0.138,0.148,0.43
23098,0.144,0.198,0.194,0.464
23099,0.318,0.18,0.108,0.394
23100,0.144,0.166,0.316,0.374
23101,0.096,0.272,0.156,0.476
23102,0.284,0.188,0.09,0.438
23103,0.16,0.232,0.224,0.384
23104,0.122,0.178,0.21,0.49
23105,0.07,0.562,0.118,0.25
23106,0.204,0.266,0.288,0.242
23107,0.298,0.288,0.31,0.104
23108,0.32,0.212,0.134,0.334
23109,0.23,0.27,0.326,0.174
23110,0.308,0.156,0.222,0.314
23111,0.088,0.578,0.188,0.146
23112,0.222,0.146,0.522,0.11
23113,0.216,0.398,0.216,0.17
23114,0.066,0.306,0.378,0.25
23115,0.136,0.246,0.404,0.214
23116,0.088,0.53,0.086,0.296
23117,0.152,0.1,0.512,0.236
23118,0.118,0.092,0.364,0.426
23119,0.112,0.22,0.228,0.44
23120,0.514,0.2,0.102,0.184
23121,0.312,0.272,0.118,0.298
23122,0.248,0.214,0.218,0.32
23123,0.134,0.39,0.27,0.206
23124,0.134,0.346,0.09,0.43
23125,0.128,0.484,0.092,0.296
23126,0.124,0.218,0.246,0.412
23127,0.304,0.158,0.222,0.316
23128,0.482,0.142,0.102,0.274
23129,0.214,0.234,0.14,0.412
23130,0.096,0.392,0.084,0.428
23131,0.116,0.128,0.516,0.24
23132,0.362,0.13,0.19,0.318
23133,0.072,0.2,0.62,0.108
23134,0.066,0.174,0.264,0.496
23135,0.12,0.334,0.172,0.374
23136,0.36,0.118,0.298,0.224
23137,0.156,0.218,0.142,0.484
23138,0.104,0.182,0.436,0.278
23139,0.356,0.208,0.114,0.322
23140,0.106,0.478,0.104,0.312
23141,0.14,0.356,0.118,0.386
23142,0.464,0.102,0.346,0.088
23143,0.16,0.262,0.326,0.252
23144,0.084,0.198,0.442,0.276
23145,0.14,0.508,0.156,0.196
23146,0.086,0.646,0.224,0.044
23147,0.128,0.152,0.158,0.562
23148,0.148,0.642,0.068,0.142
23149,0.33,0.246,0.188,0.236
23150,0.136,0.38,0.092,0.392
23151,0.23,0.112,0.52,0.138
23152,0.1,0.12,0.424,0.356
23153,0.362,0.244,0.138,0.256
23154,0.062,0.126,0.17,0.642
23155,0.458,0.224,0.088,0.23
23156,0.432,0.186,0.128,0.254
23157,0.104,0.646,0.096,0.154
23158,0.53,0.164,0.128,0.178
23159,0.402,0.3,0.082,0.216
23160,0.088,0.146,0.152,0.614
23161,0.382,0.328,0.096,0.194
23162,0.254,0.222,0.11,0.414
23163,0.116,0.658,0.082,0.144
23164,0.18,0.552,0.14,0.128
23165,0.062,0.238,0.352,0.348
23166,0.522,0.11,0.116,0.252
23167,0.232,0.094,0.216,0.458
23168,0.172,0.12,0.272,0.436
23169,0.278,0.178,0.464,0.08
23170,0.11,0.104,0.148,0.638
23171,0.176,0.108,0.264,0.452
23172,0.186,0.598,0.082,0.134
23173,0.102,0.084,0.182,0.632
23174,0.616,0.134,0.082,0.168
23175,0.518,0.14,0.128,0.214
23176,0.074,0.548,0.132,0.246
23177,0.514,0.166,0.232,0.088
23178,0.154,0.376,0.226,0.244
23179,0.12,0.626,0.056,0.198
23180,0.08,0.192,0.524,0.204
23181,0.132,0.476,0.128,0.264
23182,0.516,0.176,0.154,0.154
23183,0.17,0.232,0.172,0.426
23184,0.208,0.194,0.324,0.274
23185,0.202,0.222,0.154,0.422
23186,0.228,0.204,0.12,0.448
23187,0.116,0.21,0.566,0.108
23188,0.282,0.46,0.17,0.088
23189,0.186,0.142,0.162,0.51
23190,0.154,0.168,0.25,0.428
23191,0.26,0.418,0.168,0.154
23192,0.178,0.216,0.224,0.382
23193,0.134,0.226,0.23,0.41
23194,0.412,0.188,0.166,0.234
23195,0.338,0.228,0.116,0.318
23196,0.162,0.348,0.178,0.312
23197,0.194,0.21,0.188,0.408
23198,0.182,0.106,0.232,0.48
23199,0.4,0.176,0.122,0.302
23200,0.146,0.12,0.57,0.164
23201,0.272,0.192,0.36,0.176
23202,0.128,0.32,0.422,0.13
23203,0.11,0.508,0.16,0.222
23204,0.132,0.316,0.202,0.35
23205,0.162,0.172,0.436,0.23
23206,0.32,0.254,0.12,0.306
23207,0.286,0.208,0.34,0.166
23208,0.252,0.144,0.228,0.376
23209,0.226,0.318,0.152,0.304
23210,0.396,0.236,0.156,0.212
23211,0.294,0.296,0.188,0.222
23212,0.096,0.278,0.22,0.406
23213,0.13,0.11,0.546,0.214
23214,0.316,0.156,0.304,0.224
23215,0.306,0.142,0.17,0.382
23216,0.206,0.196,0.226,0.372
23217,0.13,0.318,0.17,0.382
23218,0.128,0.176,0.304,0.392
23219,0.232,0.148,0.144,0.476
23220,0.446,0.152,0.104,0.298
23221,0.412,0.128,0.128,0.332
23222,0.158,0.134,0.348,0.36
23223,0.2,0.274,0.194,0.332
23224,0.15,0.206,0.216,0.428
23225,0.314,0.374,0.078,0.234
23226,0.156,0.228,0.306,0.31
23227,0.448,0.218,0.126,0.208
23228,0.178,0.144,0.188,0.49
23229,0.218,0.182,0.238,0.362
23230,0.18,0.304,0.138,0.378
23231,0.136,0.23,0.156,0.478
23232,0.268,0.178,0.208,0.346
23233,0.206,0.18,0.282,0.332
23234,0.196,0.14,0.166,0.498
23235,0.138,0.12,0.33,0.412
23236,0.402,0.088,0.21,0.3
23237,0.128,0.202,0.312,0.358
23238,0.146,0.202,0.238,0.414
23239,0.2,0.28,0.104,0.416
23240,0.158,0.466,0.082,0.294
23241,0.292,0.162,0.204,0.342
23242,0.436,0.15,0.234,0.18
23243,0.22,0.1,0.26,0.42
23244,0.228,0.476,0.088,0.208
23245,0.326,0.228,0.158,0.288
23246,0.258,0.166,0.198,0.378
23247,0.26,0.112,0.25,0.378
23248,0.33,0.258,0.21,0.202
23249,0.202,0.14,0.266,0.392
23250,0.218,0.248,0.352,0.182
23251,0.116,0.552,0.21,0.122
23252,0.11,0.308,0.4,0.182
23253,0.26,0.22,0.404,0.116
23254,0.516,0.134,0.18,0.17
23255,0.218,0.256,0.198,0.328
23256,0.516,0.128,0.176,0.18
23257,0.234,0.522,0.06,0.184
23258,0.462,0.128,0.214,0.196
23259,0.204,0.106,0.308,0.382
23260,0.106,0.104,0.466,0.324
23261,0.124,0.41,0.194,0.272
23262,0.472,0.208,0.128,0.192
23263,0.418,0.118,0.282,0.182
23264,0.106,0.3,0.298,0.296
23265,0.492,0.146,0.12,0.242
23266,0.186,0.218,0.104,0.492
23267,0.17,0.218,0.332,0.28
23268,0.264,0.186,0.132,0.418
23269,0.206,0.302,0.122,0.37
23270,0.144,0.346,0.388,0.122
23271,0.318,0.136,0.132,0.414
23272,0.1,0.2,0.56,0.14
23273,0.112,0.33,0.176,0.382
23274,0.4,0.152,0.12,0.328
23275,0.15,0.15,0.242,0.458
23276,0.222,0.326,0.19,0.262
23277,0.668,0.154,0.06,0.118
23278,0.268,0.1,0.174,0.458
23279,0.244,0.324,0.11,0.322
23280,0.328,0.25,0.254,0.168
23281,0.27,0.382,0.132,0.216
23282,0.206,0.304,0.35,0.14
23283,0.046,0.24,0.53,0.184
23284,0.15,0.154,0.358,0.338
23285,0.306,0.324,0.066,0.304
23286,0.238,0.102,0.498,0.162
23287,0.17,0.15,0.37,0.31
23288,0.65,0.076,0.066,0.208
23289,0.088,0.624,0.152,0.136
23290,0.15,0.324,0.116,0.41
23291,0.38,0.252,0.134,0.234
23292,0.136,0.254,0.336,0.274
23293,0.642,0.148,0.08,0.13
23294,0.382,0.128,0.132,0.358
23295,0.276,0.126,0.44,0.158
23296,0.09,0.28,0.414,0.216
23297,0.128,0.116,0.518,0.238
23298,0.254,0.072,0.35,0.324
23299,0.226,0.212,0.136,0.426
23300,0.4,0.298,0.164,0.138
23301,0.288,0.124,0.204,0.384
23302,0.122,0.212,0.494,0.172
23303,0.1,0.204,0.382,0.314
23304,0.108,0.362,0.14,0.39
23305,0.298,0.142,0.154,0.406
23306,0.106,0.584,0.174,0.136
23307,0.126,0.276,0.208,0.39
23308,0.12,0.208,0.538,0.134
23309,0.19,0.198,0.112,0.5
23310,0.086,0.166,0.522,0.226
23311,0.138,0.14,0.224,0.498
23312,0.31,0.12,0.448,0.122
23313,0.21,0.192,0.21,0.388
23314,0.366,0.112,0.27,0.252
23315,0.286,0.332,0.262,0.12
23316,0.174,0.232,0.326,0.268
23317,0.244,0.226,0.196,0.334
23318,0.258,0.146,0.352,0.244
23319,0.266,0.258,0.136,0.34
23320,0.166,0.128,0.252,0.454
23321,0.314,0.12,0.4,0.166
23322,0.122,0.084,0.536,0.258
23323,0.298,0.284,0.184,0.234
23324,0.322,0.258,0.162,0.258
23325,0.214,0.268,0.338,0.18
23326,0.19,0.274,0.144,0.392
23327,0.178,0.192,0.44,0.19
23328,0.118,0.412,0.118,0.352
23329,0.256,0.174,0.214,0.356
23330,0.224,0.26,0.31,0.206
23331,0.168,0.482,0.22,0.13
23332,0.174,0.402,0.274,0.15
23333,0.538,0.062,0.102,0.298
23334,0.216,0.106,0.184,0.494
23335,0.34,0.106,0.096,0.458
23336,0.088,0.162,0.408,0.342
23337,0.47,0.064,0.126,0.34
23338,0.268,0.096,0.458,0.178
23339,0.09,0.136,0.268,0.506
23340,0.07,0.1,0.29,0.54
23341,0.118,0.084,0.462,0.336
23342,0.356,0.12,0.112,0.412
23343,0.104,0.248,0.082,0.566
23344,0.1,0.19,0.112,0.598
23345,0.096,0.142,0.216,0.546
23346,0.15,0.328,0.088,0.434
23347,0.146,0.18,0.096,0.578
23348,0.192,0.234,0.318,0.256
23349,0.1,0.136,0.432,0.332
23350,0.128,0.262,0.126,0.484
23351,0.164,0.242,0.176,0.418
23352,0.108,0.208,0.356,0.328
23353,0.156,0.324,0.184,0.336
23354,0.17,0.384,0.172,0.274
23355,0.162,0.374,0.184,0.28
23356,0.222,0.194,0.382,0.202
23357,0.14,0.33,0.25,0.28
23358,0.272,0.128,0.276,0.324
23359,0.384,0.22,0.186,0.21
23360,0.338,0.318,0.134,0.21
23361,0.218,0.172,0.372,0.238
23362,0.258,0.216,0.274,0.252
23363,0.148,0.344,0.232,0.276
23364,0.156,0.238,0.298,0.308
23365,0.342,0.284,0.186,0.188
23366,0.166,0.178,0.436,0.22
23367,0.228,0.244,0.382,0.146
23368,0.142,0.22,0.426,0.212
23369,0.384,0.256,0.134,0.226
23370,0.228,0.214,0.39,0.168
23371,0.438,0.152,0.174,0.236
23372,0.316,0.112,0.122,0.45
23373,0.158,0.288,0.364,0.19
23374,0.116,0.298,0.442,0.144
23375,0.25,0.376,0.236,0.138
23376,0.242,0.172,0.41,0.176
23377,0.254,0.15,0.378,0.218
23378,0.376,0.136,0.218,0.27
23379,0.14,0.12,0.38,0.36
23380,0.16,0.508,0.122,0.21
23381,0.16,0.33,0.206,0.304
23382,0.132,0.116,0.452,0.3
23383,0.184,0.476,0.148,0.192
23384,0.488,0.184,0.112,0.216
23385,0.184,0.4,0.258,0.158
23386,0.178,0.462,0.1,0.26
23387,0.27,0.202,0.138,0.39
23388,0.182,0.21,0.292,0.316
23389,0.138,0.116,0.266,0.48
23390,0.162,0.434,0.178,0.226
23391,0.174,0.196,0.47,0.16
23392,0.088,0.266,0.52,0.126
23393,0.088,0.596,0.182,0.134
23394,0.308,0.302,0.224,0.166
23395,0.146,0.192,0.39,0.272
23396,0.518,0.138,0.178,0.166
23397,0.426,0.272,0.106,0.196
23398,0.188,0.572,0.114,0.126
23399,0.14,0.52,0.146,0.194
23400,0.454,0.178,0.158,0.21
23401,0.378,0.206,0.162,0.254
23402,0.116,0.57,0.214,0.1
23403,0.152,0.17,0.492,0.186
23404,0.138,0.546,0.234,0.082
23405,0.106,0.452,0.226,0.216
23406,0.526,0.16,0.172,0.142
23407,0.244,0.168,0.172,0.416
23408,0.424,0.198,0.162,0.216
23409,0.248,0.314,0.19,0.248
23410,0.144,0.274,0.412,0.17
23411,0.178,0.324,0.204,0.294
23412,0.104,0.362,0.37,0.164
23413,0.174,0.224,0.166,0.436
23414,0.228,0.298,0.118,0.356
23415,0.404,0.25,0.07,0.276
23416,0.152,0.556,0.146,0.146
23417,0.27,0.104,0.33,0.296
23418,0.186,0.228,0.194,0.392
23419,0.21,0.318,0.188,0.284
23420,0.146,0.11,0.4,0.344
23421,0.366,0.164,0.108,0.362
23422,0.142,0.12,0.276,0.462
23423,0.352,0.114,0.226,0.308
23424,0.276,0.114,0.278,0.332
23425,0.248,0.23,0.106,0.416
23426,0.192,0.304,0.158,0.346
23427,0.33,0.158,0.27,0.242
23428,0.232,0.16,0.342,0.266
23429,0.162,0.572,0.116,0.15
23430,0.432,0.15,0.268,0.15
23431,0.272,0.276,0.354,0.098
23432,0.27,0.186,0.262,0.282
23433,0.57,0.216,0.106,0.108
23434,0.16,0.258,0.408,0.174
23435,0.29,0.224,0.138,0.348
23436,0.47,0.136,0.156,0.238
23437,0.192,0.352,0.208,0.248
23438,0.2,0.142,0.49,0.168
23439,0.178,0.298,0.244,0.28
23440,0.284,0.384,0.12,0.212
23441,0.182,0.118,0.296,0.404
23442,0.46,0.256,0.106,0.178
23443,0.312,0.168,0.342,0.178
23444,0.142,0.212,0.524,0.122
23445,0.084,0.142,0.614,0.16
23446,0.552,0.13,0.118,0.2
23447,0.388,0.146,0.27,0.196
23448,0.218,0.156,0.104,0.522
23449,0.38,0.11,0.198,0.312
23450,0.116,0.11,0.32,0.454
23451,0.146,0.342,0.218,0.294
23452,0.172,0.422,0.092,0.314
23453,0.356,0.176,0.154,0.314
23454,0.244,0.132,0.174,0.45
23455,0.228,0.11,0.194,0.468
23456,0.156,0.574,0.108,0.162
23457,0.132,0.12,0.238,0.51
23458,0.112,0.338,0.2,0.35
23459,0.188,0.474,0.11,0.228
23460,0.322,0.454,0.098,0.126
23461,0.11,0.366,0.314,0.21
23462,0.498,0.172,0.112,0.218
23463,0.118,0.188,0.392,0.302
23464,0.128,0.12,0.268,0.484
23465,0.4,0.2,0.09,0.31
23466,0.35,0.068,0.108,0.474
23467,0.11,0.42,0.192,0.278
23468,0.282,0.14,0.094,0.484
23469,0.09,0.07,0.596,0.244
23470,0.394,0.34,0.102,0.164
23471,0.106,0.226,0.55,0.118
23472,0.154,0.244,0.222,0.38
23473,0.158,0.118,0.238,0.486
23474,0.324,0.11,0.302,0.264
23475,0.13,0.48,0.094,0.296
23476,0.128,0.436,0.094,0.342
23477,0.218,0.092,0.17,0.52
23478,0.1,0.524,0.084,0.292
23479,0.154,0.114,0.156,0.576
23480,0.068,0.422,0.418,0.092
23481,0.162,0.682,0.076,0.08
23482,0.486,0.162,0.202,0.15
23483,0.198,0.126,0.164,0.512
23484,0.076,0.142,0.668,0.114
23485,0.24,0.432,0.048,0.28
23486,0.056,0.426,0.164,0.354
23487,0.178,0.458,0.084,0.28
23488,0.198,0.412,0.158,0.232
23489,0.368,0.104,0.142,0.386
23490,0.056,0.06,0.442,0.442
23491,0.064,0.182,0.212,0.542
23492,0.078,0.594,0.188,0.14
23493,0.214,0.112,0.094,0.58
23494,0.35,0.304,0.062,0.284
23495,0.094,0.66,0.056,0.19
23496,0.122,0.424,0.07,0.384
23497,0.314,0.436,0.084,0.166
23498,0.194,0.072,0.302,0.432
23499,0.096,0.142,0.228,0.534
23500,0.166,0.104,0.432,0.298
23501,0.27,0.214,0.342,0.174
23502,0.256,0.092,0.352,0.3
23503,0.502,0.09,0.082,0.326
23504,0.304,0.292,0.2,0.204
23505,0.164,0.222,0.344,0.27
23506,0.194,0.172,0.444,0.19
23507,0.404,0.222,0.13,0.244
23508,0.158,0.198,0.266,0.378
23509,0.198,0.212,0.134,0.456
23510,0.246,0.128,0.276,0.35
23511,0.292,0.102,0.152,0.454
23512,0.336,0.24,0.102,0.322
23513,0.162,0.192,0.144,0.502
23514,0.358,0.11,0.148,0.384
23515,0.482,0.08,0.18,0.258
23516,0.308,0.156,0.244,0.292
23517,0.474,0.12,0.118,0.288
23518,0.118,0.072,0.564,0.246
23519,0.096,0.312,0.11,0.482
23520,0.404,0.12,0.12,0.356
23521,0.142,0.29,0.382,0.186
23522,0.198,0.202,0.194,0.406
23523,0.092,0.344,0.132,0.432
23524,0.208,0.424,0.084,0.284
23525,0.106,0.244,0.102,0.548
23526,0.104,0.214,0.536,0.146
23527,0.194,0.25,0.22,0.336
23528,0.046,0.586,0.13,0.238
23529,0.152,0.296,0.144,0.408
23530,0.102,0.154,0.556,0.188
23531,0.21,0.074,0.13,0.586
23532,0.186,0.156,0.08,0.578
23533,0.178,0.114,0.14,0.568
23534,0.21,0.068,0.198,0.524
23535,0.13,0.118,0.148,0.604
23536,0.178,0.11,0.206,0.506
23537,0.178,0.122,0.092,0.608
23538,0.434,0.22,0.07,0.276
23539,0.114,0.136,0.184,0.566
23540,0.114,0.118,0.402,0.366
23541,0.086,0.298,0.06,0.556
23542,0.078,0.128,0.458,0.336
23543,0.338,0.234,0.104,0.324
23544,0.132,0.166,0.524,0.178
23545,0.184,0.116,0.168,0.532
23546,0.094,0.11,0.588,0.208
23547,0.244,0.398,0.086,0.272
23548,0.362,0.126,0.126,0.386
23549,0.226,0.136,0.222,0.416
23550,0.128,0.238,0.222,0.412
23551,0.282,0.27,0.312,0.136
23552,0.122,0.446,0.354,0.078
23553,0.054,0.69,0.088,0.168
23554,0.392,0.218,0.174,0.216
23555,0.07,0.286,0.47,0.174
23556,0.424,0.172,0.11,0.294
23557,0.084,0.108,0.584,0.224
23558,0.168,0.144,0.492,0.196
23559,0.264,0.112,0.25,0.374
23560,0.14,0.112,0.34,0.408
23561,0.422,0.208,0.314,0.056
23562,0.422,0.13,0.078,0.37
23563,0.258,0.41,0.16,0.172
23564,0.078,0.384,0.334,0.204
23565,0.08,0.066,0.58,0.274
23566,0.614,0.066,0.08,0.24
23567,0.124,0.54,0.126,0.21
23568,0.186,0.66,0.064,0.09
23569,0.57,0.142,0.15,0.138
23570,0.12,0.668,0.12,0.092
23571,0.082,0.066,0.158,0.694
23572,0.118,0.632,0.066,0.184
23573,0.086,0.04,0.112,0.762
23574,0.188,0.448,0.126,0.238
23575,0.096,0.13,0.18,0.594
23576,0.2,0.102,0.196,0.502
23577,0.69,0.102,0.078,0.13
23578,0.196,0.082,0.074,0.648
23579,0.082,0.346,0.106,0.466
23580,0.17,0.448,0.104,0.278
23581,0.202,0.176,0.308,0.314
23582,0.088,0.238,0.464,0.21
23583,0.496,0.132,0.124,0.248
23584,0.508,0.132,0.12,0.24
23585,0.434,0.178,0.098,0.29
23586,0.216,0.328,0.17,0.286
23587,0.168,0.128,0.38,0.324
23588,0.14,0.136,0.34,0.384
23589,0.532,0.108,0.088,0.272
23590,0.28,0.192,0.146,0.382
23591,0.478,0.12,0.1,0.302
23592,0.448,0.098,0.112,0.342
23593,0.122,0.456,0.122,0.3
23594,0.388,0.132,0.272,0.208
23595,0.22,0.17,0.414,0.196
23596,0.162,0.304,0.154,0.38
23597,0.248,0.142,0.156,0.454
23598,0.434,0.134,0.102,0.33
23599,0.128,0.41,0.262,0.2
23600,0.218,0.408,0.184,0.19
23601,0.234,0.344,0.268,0.154
23602,0.294,0.374,0.228,0.104
23603,0.142,0.338,0.312,0.208
23604,0.436,0.322,0.116,0.126
23605,0.308,0.206,0.14,0.346
23606,0.202,0.39,0.11,0.298
23607,0.172,0.41,0.154,0.264
23608,0.322,0.164,0.264,0.25
23609,0.246,0.238,0.356,0.16
23610,0.274,0.408,0.162,0.156
23611,0.196,0.138,0.47,0.196
23612,0.184,0.21,0.29,0.316
23613,0.242,0.344,0.244,0.17
23614,0.326,0.438,0.138,0.098
23615,0.19,0.302,0.126,0.382
23616,0.344,0.21,0.232,0.214
23617,0.118,0.534,0.144,0.204
23618,0.366,0.104,0.2,0.33
23619,0.194,0.234,0.262,0.31
23620,0.194,0.228,0.098,0.48
23621,0.19,0.314,0.104,0.392
23622,0.148,0.298,0.066,0.488
23623,0.084,0.088,0.084,0.744
23624,0.088,0.68,0.066,0.166
23625,0.112,0.21,0.156,0.522
23626,0.264,0.324,0.104,0.308
23627,0.186,0.094,0.348,0.372
23628,0.3,0.122,0.108,0.47
23629,0.234,0.11,0.138,0.518
23630,0.284,0.31,0.068,0.338
23631,0.088,0.264,0.392,0.256
23632,0.08,0.098,0.3,0.522
23633,0.094,0.432,0.234,0.24
23634,0.65,0.078,0.084,0.188
23635,0.1,0.29,0.118,0.492
23636,0.096,0.392,0.302,0.21
23637,0.26,0.368,0.11,0.262
23638,0.624,0.126,0.112,0.138
23639,0.232,0.13,0.496,0.142
23640,0.174,0.082,0.458,0.286
23641,0.112,0.218,0.232,0.438
23642,0.1,0.136,0.34,0.424
23643,0.322,0.508,0.078,0.092
23644,0.196,0.346,0.138,0.32
23645,0.118,0.268,0.122,0.492
23646,0.142,0.272,0.162,0.424
23647,0.16,0.594,0.102,0.144
23648,0.25,0.384,0.094,0.272
23649,0.264,0.266,0.134,0.336
23650,0.154,0.214,0.144,0.488
23651,0.11,0.592,0.102,0.196
23652,0.088,0.114,0.658,0.14
23653,0.074,0.086,0.56,0.28
23654,0.106,0.158,0.458,0.278
23655,0.13,0.48,0.138,0.252
23656,0.276,0.166,0.196,0.362
23657,0.442,0.232,0.09,0.236
23658,0.252,0.106,0.294,0.348
23659,0.502,0.232,0.102,0.164
23660,0.176,0.234,0.16,0.43
23661,0.144,0.12,0.192,0.544
23662,0.18,0.322,0.162,0.336
23663,0.226,0.206,0.212,0.356
23664,0.138,0.294,0.16,0.408
23665,0.226,0.22,0.128,0.426
23666,0.364,0.132,0.15,0.354
23667,0.234,0.174,0.282,0.31
23668,0.424,0.148,0.186,0.242
23669,0.218,0.38,0.128,0.274
23670,0.128,0.118,0.536,0.218
23671,0.146,0.328,0.258,0.268
23672,0.3,0.166,0.252,0.282
23673,0.25,0.374,0.116,0.26
23674,0.088,0.244,0.388,0.28
23675,0.13,0.602,0.086,0.182
23676,0.354,0.152,0.126,0.368
23677,0.15,0.466,0.214,0.17
23678,0.482,0.134,0.084,0.3
23679,0.55,0.106,0.264,0.08
23680,0.092,0.116,0.478,0.314
23681,0.114,0.282,0.45,0.154
23682,0.312,0.22,0.328,0.14
23683,0.32,0.104,0.356,0.22
23684,0.352,0.408,0.11,0.13
23685,0.242,0.524,0.168,0.066
23686,0.094,0.308,0.292,0.306
23687,0.418,0.12,0.19,0.272
23688,0.164,0.096,0.276,0.464
23689,0.098,0.444,0.342,0.116
23690,0.258,0.386,0.074,0.282
23691,0.1,0.134,0.528,0.238
23692,0.084,0.566,0.106,0.244
23693,0.14,0.248,0.456,0.156
23694,0.076,0.436,0.208,0.28
23695,0.058,0.324,0.166,0.452
23696,0.788,0.118,0.046,0.048
23697,0.452,0.072,0.18,0.296
23698,0.368,0.232,0.07,0.33
23699,0.148,0.574,0.06,0.218
23700,0.524,0.096,0.19,0.19
23701,0.098,0.524,0.268,0.11
23702,0.126,0.372,0.378,0.124
23703,0.27,0.386,0.178,0.166
23704,0.128,0.138,0.474,0.26
23705,0.162,0.404,0.276,0.158
23706,0.67,0.064,0.13,0.136
23707,0.282,0.496,0.062,0.16
23708,0.308,0.488,0.066,0.138
23709,0.116,0.41,0.072,0.402
23710,0.612,0.108,0.074,0.206
23711,0.078,0.476,0.33,0.116
23712,0.306,0.072,0.372,0.25
23713,0.148,0.162,0.436,0.254
23714,0.144,0.114,0.66,0.082
23715,0.216,0.068,0.578,0.138
23716,0.588,0.166,0.096,0.15
23717,0.19,0.422,0.092,0.296
23718,0.088,0.152,0.562,0.198
23719,0.372,0.306,0.094,0.228
23720,0.136,0.188,0.558,0.118
23721,0.612,0.15,0.156,0.082
23722,0.14,0.232,0.296,0.332
23723,0.104,0.466,0.166,0.264
23724,0.278,0.272,0.086,0.364
23725,0.13,0.094,0.706,0.07
23726,0.242,0.222,0.266,0.27
23727,0.292,0.154,0.288,0.266
23728,0.25,0.194,0.146,0.41
23729,0.08,0.548,0.114,0.258
23730,0.124,0.414,0.148,0.314
23731,0.174,0.278,0.162,0.386
23732,0.304,0.268,0.118,0.31
23733,0.34,0.234,0.164,0.262
23734,0.104,0.106,0.304,0.486
23735,0.324,0.108,0.162,0.406
23736,0.1,0.218,0.272,0.41
23737,0.152,0.612,0.088,0.148
23738,0.314,0.132,0.116,0.438
23739,0.144,0.108,0.136,0.612
23740,0.148,0.072,0.578,0.202
23741,0.094,0.178,0.38,0.348
23742,0.128,0.236,0.168,0.468
23743,0.17,0.642,0.076,0.112
23744,0.092,0.616,0.112,0.18
23745,0.536,0.126,0.124,0.214
23746,0.502,0.208,0.112,0.178
23747,0.186,0.22,0.456,0.138
23748,0.262,0.318,0.154,0.266
23749,0.438,0.236,0.154,0.172
23750,0.192,0.29,0.354,0.164
23751,0.128,0.244,0.38,0.248
23752,0.198,0.376,0.102,0.324
23753,0.25,0.168,0.102,0.48
23754,0.196,0.248,0.212,0.344
23755,0.448,0.198,0.134,0.22
23756,0.186,0.29,0.168,0.356
23757,0.162,0.612,0.106,0.12
23758,0.338,0.152,0.146,0.364
23759,0.138,0.184,0.374,0.304
23760,0.24,0.12,0.474,0.166
23761,0.198,0.148,0.396,0.258
23762,0.332,0.17,0.212,0.286
23763,0.424,0.198,0.152,0.226
23764,0.364,0.152,0.16,0.324
23765,0.13,0.146,0.334,0.39
23766,0.164,0.134,0.52,0.182
23767,0.326,0.296,0.112,0.266
23768,0.166,0.154,0.218,0.462
23769,0.152,0.162,0.27,0.416
